# Fix print output for fix def
"Strain,Stess in X,Stress in Y,Strees in z"	
"0.111800000000002 , 37.325666343198 , 37.2935643763612 , 56.3801692033172"		
"0.111900000000002 , 37.2039331528097 , 37.2602498115623 , 56.4195337229828"		
"0.112000000000002 , 37.2959751927252 , 37.3499637987848 , 56.4573829673506"		
"0.112100000000002 , 37.3305758349962 , 37.3280190095343 , 56.4411563946087"		
"0.112200000000002 , 37.3266889677036 , 37.2905202902764 , 56.4581412383824"		
"0.112300000000002 , 37.4639924468493 , 37.4693593061352 , 56.5741701177418"		
"0.112400000000002 , 37.293929337408 , 37.222805427531 , 56.4091088372253"		
"0.112500000000002 , 37.4292661584047 , 37.456382521068 , 56.6156524566957"		
"0.112600000000002 , 37.3626652951535 , 37.4237490826673 , 56.6318691726529"		
"0.112700000000001 , 37.3310321459992 , 37.2848699176897 , 56.4870139666937"		
"0.112800000000002 , 37.4541298816704 , 37.5116680193589 , 56.7890426715394"		
"0.112900000000002 , 37.3705885942884 , 37.3012725279348 , 56.5855624622256"		
"0.113000000000002 , 37.3579164248427 , 37.4580028159104 , 56.658489580379"		
"0.113100000000002 , 37.4662936104662 , 37.4728055892515 , 56.7786291631699"		
"0.113200000000002 , 37.3570532409625 , 37.4232069347638 , 56.6780934784333"		
"0.113300000000002 , 37.5513832061711 , 37.5582114387218 , 56.8933582747961"		
"0.113400000000002 , 37.4000082228093 , 37.4392537232171 , 56.7503080563255"		
"0.113500000000002 , 37.5756385259011 , 37.5284583390433 , 56.8273666065565"		
"0.113600000000002 , 37.463467297266 , 37.5074181892421 , 56.8261806901221"		
"0.113700000000002 , 37.5705270966576 , 37.6066072457616 , 56.9217191091333"		
"0.113800000000002 , 37.6784945603046 , 37.6186391411472 , 56.9309555523129"		
"0.113900000000002 , 37.4989550666575 , 37.5286909132088 , 56.8956247361707"		
"0.114000000000001 , 37.5737719894156 , 37.556256702955 , 56.9007616674406"		
"0.114100000000002 , 37.6746516663232 , 37.7452007585154 , 57.1619516540333"		
"0.114200000000002 , 37.6599491389962 , 37.5959898607468 , 57.08870825996"		
"0.114300000000002 , 37.6745730815651 , 37.7011710421429 , 57.1285352444815"		
"0.114400000000002 , 37.7210029170988 , 37.6446555042707 , 57.1156068509111"		
"0.114500000000002 , 37.6761251318458 , 37.6538075014612 , 57.1745037328951"		
"0.114600000000001 , 37.7045325025988 , 37.731531205008 , 57.1468553422611"		
"0.114700000000002 , 37.7513168904224 , 37.7907643259633 , 57.2768463801869"		
"0.114800000000002 , 37.7953114369976 , 37.7525797374991 , 57.2933109813459"		
"0.114900000000002 , 37.7324226344039 , 37.6707132347655 , 57.2468183192351"		
"0.115000000000002 , 37.7234966932449 , 37.7520771968952 , 57.285779332536"		
"0.115100000000002 , 37.7213895561869 , 37.6437812770123 , 57.1975448489903"		
"0.115200000000002 , 37.6509247781033 , 37.705105278797 , 57.2257215291425"		
"0.115300000000002 , 37.7585288788257 , 37.7946238489379 , 57.371422788835"		
"0.115400000000002 , 37.7494440357223 , 37.7629766037233 , 57.3107519029051"		
"0.115500000000002 , 37.8240267036522 , 37.8834602865469 , 57.4501874616088"		
"0.115600000000002 , 37.7312798066651 , 37.8104111400631 , 57.3511094070667"		
"0.115700000000002 , 37.7235044703799 , 37.800992597276 , 57.3980377491871"		
"0.115800000000002 , 37.733519819276 , 37.8065091312156 , 57.3819924817793"		
"0.115900000000001 , 37.8466445241181 , 37.7979069453774 , 57.4500352256912"		
"0.116000000000002 , 37.8290794207275 , 37.9279926821995 , 57.6118617890164"		
"0.116100000000002 , 37.8382512178305 , 37.8376845361608 , 57.4531857622363"		
"0.116200000000002 , 37.8216193550436 , 37.8043355128344 , 57.5430572768003"		
"0.116300000000002 , 37.9234713292323 , 37.9555268710914 , 57.6478901072396"		
"0.116400000000002 , 38.0204193827041 , 38.0120786577856 , 57.790398094565"		
"0.116500000000001 , 37.8380631192387 , 37.9053207095261 , 57.5958437809973"		
"0.116600000000002 , 37.9165713787532 , 37.9476999836839 , 57.662015859454"		
"0.116700000000002 , 37.9189594323237 , 37.9795880254063 , 57.7218927040751"		
"0.116800000000002 , 38.0189605772996 , 37.9610033441486 , 57.8302622171991"		
"0.116900000000002 , 37.9623392114044 , 37.9409019195745 , 57.8128958286405"		
"0.117000000000002 , 37.9645439212854 , 38.0066080801649 , 57.7341312881794"		
"0.117100000000002 , 38.0999173416854 , 37.9797530266569 , 57.9180101428656"		
"0.117200000000001 , 37.9840823976605 , 37.9861674059069 , 57.8040229813149"		
"0.117300000000002 , 37.9758902073079 , 38.0563145887013 , 57.8939248021487"		
"0.117400000000002 , 37.9800459823552 , 37.9970840725532 , 57.7879746062948"		
"0.117500000000002 , 38.0470195891394 , 38.0740827224661 , 57.9655884160556"		
"0.117600000000002 , 38.1212010148656 , 38.15998754044 , 58.0527903807301"		
"0.117700000000002 , 38.0415506667768 , 38.0505914321369 , 57.9459632566783"		
"0.117800000000001 , 38.073488259494 , 38.135942924612 , 57.9992221326414"		
"0.117900000000002 , 38.0865793839654 , 38.04533423699 , 57.9686431221522"		
"0.118000000000002 , 38.1099907505131 , 38.0959604831708 , 58.0331938554461"		
"0.118100000000002 , 38.0628997773214 , 38.0810995576748 , 57.988772517156"		
"0.118200000000002 , 38.0557292984522 , 38.0676802535747 , 57.9900458627921"		
"0.118300000000002 , 38.1468499805429 , 38.1907995077975 , 58.1714850145444"		
"0.118400000000001 , 38.2470550301025 , 38.18774343471 , 58.2530235121454"		
"0.118500000000002 , 38.1895335084988 , 38.2269129632499 , 58.2635022237596"		
"0.118600000000002 , 38.1192925314661 , 38.1428790246077 , 58.221756333875"		
"0.118700000000002 , 38.1115222926124 , 38.0764905218069 , 58.0750584891062"		
"0.118800000000002 , 38.2953500089773 , 38.3881390133923 , 58.3856280317775"		
"0.118900000000002 , 38.2107047976952 , 38.2494982377417 , 58.2929638849337"		
"0.119000000000002 , 38.2392428269763 , 38.1982975480498 , 58.2961533619168"		
"0.119100000000001 , 38.2675896942975 , 38.3040086185338 , 58.3726171616932"		
"0.119200000000002 , 38.2265044245659 , 38.2047761952112 , 58.396901626734"		
"0.119300000000002 , 38.3572807356652 , 38.4010508960448 , 58.5104602222173"		
"0.119400000000002 , 38.3165644988716 , 38.2639797503213 , 58.4592157897272"		
"0.119500000000002 , 38.3835963918609 , 38.3448278232373 , 58.4711431692406"		
"0.119600000000002 , 38.3049276142702 , 38.3004650759937 , 58.5468520989292"		
"0.119700000000002 , 38.3461406023234 , 38.2190531079781 , 58.413120521497"		
"0.119800000000002 , 38.3209755547219 , 38.3297449336936 , 58.5971927313201"		
"0.119900000000002 , 38.377125831826 , 38.314049488384 , 58.5092784831791"		
"0.120000000000002 , 38.3513777266159 , 38.3341727648782 , 58.64187194485"		
"0.120100000000002 , 38.317243658198 , 38.3158049339891 , 58.4701657380854"		
"0.120200000000002 , 38.4085542577467 , 38.4068208337186 , 58.717360362507"		
"0.120300000000002 , 38.5065277667849 , 38.5355649169695 , 58.8905834880125"		
"0.120400000000002 , 38.538388828704 , 38.5608254169332 , 58.8424019104434"		
"0.120500000000002 , 38.5251278307188 , 38.5750959145389 , 58.8350052273453"		
"0.120600000000002 , 38.5545094761367 , 38.5534756969539 , 58.9170601850476"		
"0.120700000000002 , 38.4934493267041 , 38.4763466153744 , 58.7787174609917"		
"0.120800000000002 , 38.6092856707673 , 38.6079734981574 , 58.9508538672892"		
"0.120900000000002 , 38.527298755613 , 38.5777231313277 , 58.9617099680269"		
"0.121000000000001 , 38.576378858156 , 38.535147203653 , 58.8898904422436"		
"0.121100000000002 , 38.5348253638329 , 38.5132769028378 , 58.9643752792189"		
"0.121200000000002 , 38.4973730792546 , 38.4817734717687 , 58.870535540149"		
"0.121300000000002 , 38.5138520973137 , 38.6115334968201 , 58.923637362243"		
"0.121400000000002 , 38.716316814943 , 38.6887150980173 , 59.1637278759373"		
"0.121500000000002 , 38.5909876342181 , 38.5250355557 , 58.9368202321916"		
"0.121600000000002 , 38.5851956268615 , 38.6422250026683 , 59.0199109887224"		
"0.121700000000002 , 38.6923994646582 , 38.6996013775834 , 59.1493820449963"		
"0.121800000000002 , 38.5467281963511 , 38.518516298684 , 58.9731968648685"		
"0.121900000000002 , 38.6340579920493 , 38.6441769350107 , 59.1173272642905"		
"0.122000000000002 , 38.6706487614755 , 38.6225221552792 , 59.2135505313642"		
"0.122100000000002 , 38.6483774498123 , 38.6913350407561 , 59.1804615945226"		
"0.122200000000002 , 38.7147157685877 , 38.7488924248038 , 59.2520980267292"		
"0.122300000000002 , 38.7074137302576 , 38.7364345985085 , 59.2847904237597"		
"0.122400000000002 , 38.6787269032627 , 38.613737509094 , 59.2154149210643"		
"0.122500000000002 , 38.7333590429959 , 38.7772825652568 , 59.3100256644171"		
"0.122600000000002 , 38.7097442777224 , 38.6580316708659 , 59.3023148122449"		
"0.122700000000002 , 38.823519667328 , 38.7653666634474 , 59.3968340401432"		
"0.122800000000002 , 38.850756199223 , 38.8147275196981 , 59.4652722256313"		
"0.122900000000001 , 38.8795220917708 , 38.8940337737697 , 59.533584663857"		
"0.123000000000002 , 38.8110426863243 , 38.8579946623418 , 59.5249133589352"		
"0.123100000000002 , 38.7825588323207 , 38.7435592402731 , 59.4492878567048"		
"0.123200000000002 , 38.7428509393281 , 38.7543432927585 , 59.3940156581955"		
"0.123300000000002 , 38.8814268393818 , 38.7811673676176 , 59.5222666410636"		
"0.123400000000002 , 38.7783587765093 , 38.8633098190984 , 59.5497970914703"		
"0.123500000000002 , 38.7811886561129 , 38.6762064392294 , 59.4870960623759"		
"0.123600000000002 , 38.8169183986287 , 38.8159539621549 , 59.4986702042274"		
"0.123700000000002 , 38.7886157959906 , 38.8588573051898 , 59.5803184128917"		
"0.123800000000002 , 38.8156480131702 , 38.7797346567783 , 59.5387364914619"		
"0.123900000000002 , 38.8587358997132 , 38.8812470763077 , 59.6666883341008"		
"0.124000000000002 , 38.823020193374 , 38.8277091557913 , 59.6158951602244"		
"0.124100000000002 , 38.9754912117907 , 39.0351074527442 , 59.7899081030686"		
"0.124200000000002 , 38.8536161942886 , 38.8895077730501 , 59.7505984762868"		
"0.124300000000002 , 39.0010751611556 , 38.9078699799947 , 59.8043802887618"		
"0.124400000000002 , 38.9059410478255 , 38.9824231661899 , 59.7762225453631"		
"0.124500000000002 , 38.9896408945512 , 38.9751413061639 , 59.8692228964246"		
"0.124600000000002 , 39.1371648684586 , 39.1299270429084 , 59.9947757625384"		
"0.124700000000002 , 39.0720731531292 , 39.046771720766 , 59.9528191966748"		
"0.124800000000001 , 38.9867833008225 , 39.0511403440825 , 59.9585574814271"		
"0.124900000000002 , 38.9137541263335 , 38.958259237668 , 59.8398180723546"		
"0.125000000000002 , 39.0124420065522 , 39.0691315510509 , 59.8719086550894"		
"0.125100000000002 , 38.9377527925194 , 39.0182553382757 , 59.9634778369725"		
"0.125200000000002 , 39.0198413799983 , 39.0640852022344 , 60.033416890317"		
"0.125300000000002 , 38.9095586983481 , 38.9790081996374 , 59.8396786728986"		
"0.125400000000002 , 39.0576886869152 , 39.050657862887 , 60.0418256109891"		
"0.125500000000002 , 38.9757880782503 , 39.0236724165074 , 60.0137296687482"		
"0.125600000000002 , 39.0875765515435 , 39.0620697799098 , 60.1118579250147"		
"0.125700000000002 , 39.0343921856341 , 39.0568360358371 , 60.084852948252"		
"0.125800000000002 , 39.110116656472 , 39.2136472562379 , 60.1818833745137"		
"0.125900000000002 , 39.1019940350425 , 39.0996321411648 , 60.1676406354445"		
"0.126000000000002 , 39.2017742783091 , 39.2336090527989 , 60.2805887773924"		
"0.126100000000001 , 39.2036777217907 , 39.2250886031133 , 60.3136109555222"		
"0.126200000000002 , 39.1305955816136 , 39.1189831287815 , 60.2927425405063"		
"0.126300000000002 , 39.0912331229001 , 39.112982664771 , 60.2141757027328"		
"0.126400000000002 , 39.2240910551836 , 39.2606369848065 , 60.4244780375854"		
"0.126500000000002 , 39.1357641326546 , 39.2095600220537 , 60.3500996153625"		
"0.126600000000002 , 39.1150742899381 , 39.0733379197806 , 60.2497374191183"		
"0.126700000000001 , 39.0555996793506 , 39.1390965928487 , 60.2399511619949"		
"0.126800000000002 , 39.3083778075712 , 39.3127545073254 , 60.5321095009389"		
"0.126900000000002 , 39.238451897641 , 39.2692699127827 , 60.3925297522096"		
"0.127000000000002 , 39.1395604373481 , 39.2549333695213 , 60.4056087746064"		
"0.127100000000002 , 39.2514319561398 , 39.1862759404549 , 60.4880347287247"		
"0.127200000000002 , 39.2127626604142 , 39.1844486505948 , 60.2719878644664"		
"0.127300000000002 , 39.2178245891365 , 39.2212258864887 , 60.5633173158299"		
"0.127400000000002 , 39.2637280155608 , 39.2710373126363 , 60.5383323095363"		
"0.127500000000002 , 39.2445116391954 , 39.246691905896 , 60.5311801971869"		
"0.127600000000002 , 39.2648496702554 , 39.3274679608827 , 60.6483503269376"		
"0.127700000000002 , 39.2293142749479 , 39.2821919032399 , 60.5690377080693"		
"0.127800000000002 , 39.3171272668498 , 39.3836498892992 , 60.6351362628775"		
"0.127900000000002 , 39.1510659146941 , 39.233054962655 , 60.418711086645"		
"0.128000000000002 , 39.2838379218289 , 39.3186693422905 , 60.6708874755862"		
"0.128100000000002 , 39.2006844840286 , 39.3191422022983 , 60.5032467352008"		
"0.128200000000002 , 39.3068480686922 , 39.3346898585108 , 60.7147874840571"		
"0.128300000000002 , 39.3276785092434 , 39.3661047708828 , 60.7246032226209"		
"0.128400000000002 , 39.4857745410277 , 39.448293108392 , 60.7870490891057"		
"0.128500000000002 , 39.4395964727587 , 39.4718851280057 , 60.9005993926399"		
"0.128600000000001 , 39.469304548274 , 39.4103652580218 , 60.8854894468207"		
"0.128700000000002 , 39.3691832588929 , 39.4358436344522 , 60.8031526074159"		
"0.128800000000002 , 39.3971570008483 , 39.3924015413375 , 60.8811083256606"		
"0.128900000000002 , 39.3188006429563 , 39.3732082231834 , 60.8178725630526"		
"0.129000000000002 , 39.4529094315039 , 39.5024454958932 , 61.0220102172831"		
"0.129100000000002 , 39.4723629705248 , 39.445341044746 , 60.9588611972933"		
"0.129200000000002 , 39.3627153252193 , 39.4507489314081 , 60.9406519886976"		
"0.129300000000001 , 39.3896024817867 , 39.5150798268339 , 60.9936327082181"		
"0.129400000000002 , 39.4661017007805 , 39.4148581641945 , 60.9194359864378"		
"0.129500000000002 , 39.4889249459207 , 39.5095964240864 , 61.0664726711897"		
"0.129600000000002 , 39.5091160888984 , 39.5220855391197 , 61.0622785820366"		
"0.129700000000002 , 39.5364236357621 , 39.5323819097992 , 61.0956851305258"		
"0.129800000000002 , 39.5564594116617 , 39.5466680573269 , 61.1699733103297"		
"0.129900000000002 , 39.6003395189212 , 39.5908223400295 , 61.2207873084228"		
"0.130000000000002 , 39.4693457378645 , 39.5926504345164 , 61.2164828614114"		
"0.130100000000002 , 39.6075878614872 , 39.5337815410146 , 61.1799115233176"		
"0.130200000000002 , 39.5052468381017 , 39.51256317392 , 61.1960802412661"		
"0.130300000000002 , 39.6425716212005 , 39.6016052731241 , 61.3042473926182"		
"0.130400000000002 , 39.6029922691828 , 39.5689101211573 , 61.2372796310755"		
"0.130500000000002 , 39.6587163027633 , 39.674188987904 , 61.3602744312095"		
"0.130600000000002 , 39.5991426217549 , 39.6280055647158 , 61.3469954981094"		
"0.130700000000002 , 39.6299792040946 , 39.6933709748535 , 61.4205386400203"		
"0.130800000000002 , 39.6578545884652 , 39.7142394208472 , 61.3770415278843"		
"0.130900000000002 , 39.6362917726011 , 39.6289524504244 , 61.3872316672523"		
"0.131000000000002 , 39.6611566903892 , 39.6422775159913 , 61.4148593820133"		
"0.131100000000002 , 39.5833129709939 , 39.5702622683427 , 61.3262312948941"		
"0.131200000000002 , 39.7709284053218 , 39.7584428815418 , 61.5283333906136"		
"0.131300000000002 , 39.6820482016602 , 39.6780892876194 , 61.4418882234559"		
"0.131400000000002 , 39.6646068715048 , 39.6933443748048 , 61.4916990271663"		
"0.131500000000002 , 39.7408891604463 , 39.7797966911507 , 61.6377809811813"		
"0.131600000000002 , 39.7214882682671 , 39.7987178861684 , 61.596313148969"		
"0.131700000000002 , 39.7085156370072 , 39.7248375769801 , 61.558799157701"		
"0.131800000000002 , 39.6715485006986 , 39.7314264344589 , 61.614796848625"		
"0.131900000000002 , 39.7286556259755 , 39.7850185365819 , 61.5815727506889"		
"0.132000000000002 , 39.7953053950342 , 39.8100435055514 , 61.7260454551944"		
"0.132100000000002 , 39.7474324178252 , 39.741546595557 , 61.5603765029003"		
"0.132200000000002 , 39.7452807580313 , 39.7410319251512 , 61.6104293571072"		
"0.132300000000002 , 39.7757691353744 , 39.7031301180217 , 61.6603547313556"		
"0.132400000000002 , 39.8842581808052 , 39.8644552249298 , 61.8183930798712"		
"0.132500000000002 , 39.8002746714743 , 39.8468514066349 , 61.8102891900893"		
"0.132600000000002 , 39.8272689115793 , 39.8546706367979 , 61.8198948973516"		
"0.132700000000002 , 39.8150261499476 , 39.88978137659 , 61.8474825278424"		
"0.132800000000002 , 39.8243253724441 , 39.817322696204 , 61.78842576505"		
"0.132900000000002 , 39.8224854915738 , 39.8711176898555 , 61.8247568550845"		
"0.133000000000002 , 39.8116303901345 , 39.8696296709195 , 61.8050097899873"		
"0.133100000000001 , 39.9121181133602 , 39.9616184591166 , 61.930873369174"		
"0.133200000000002 , 39.9742669142508 , 39.9303202603957 , 62.0285135877807"		
"0.133300000000002 , 39.9514724631295 , 39.9826821967686 , 62.0590884589444"		
"0.133400000000002 , 39.8962492084111 , 39.8948595950101 , 61.9557311709153"		
"0.133500000000002 , 39.8489144598125 , 39.8419996997529 , 61.9286212836118"		
"0.133600000000002 , 39.9391455070819 , 39.9575973185501 , 62.0402084910951"		
"0.133700000000002 , 39.948453507644 , 39.8287724902747 , 62.0116878140721"		
"0.133800000000002 , 40.0549176261177 , 40.0032592662011 , 62.132566463951"		
"0.133900000000002 , 39.9763723114477 , 39.9607960147021 , 62.0695642196638"		
"0.134000000000002 , 40.0274437929354 , 39.9729117425282 , 62.1319659628076"		
"0.134100000000002 , 40.0309915249224 , 40.0621495801032 , 62.1465156549684"		
"0.134200000000002 , 39.9537851237922 , 39.9470992675592 , 62.0874616564909"		
